# ----------------------------------------
# Instantané des rapports
# Compte : Servicesartisans 
# Propriété : Servicesartisans
# ----------------------------------------
#  
# Date de début : 20260319
# Date de fin : 20260417
Utilisateurs actifs,Nouveaux utilisateurs,Durée d'engagement moyenne par utilisateur actif,Nombre d'événements
2113,2083,47.73213440605774,32125

#  
# Date de début : 20260319
# Date de fin : 20260417
Titre de la page et classe de l'écran,Vues,Utilisateurs actifs,Nombre d'événements,Taux de rebond
Tarifs Électricien Cannes : 55 à 88€ | ServicesArtisans,1,1,12,0
Tarifs étanchéiste 2026 — Barème et devis | ServicesArtisans,1,1,4,0
Terrassier Aude — Devis gratuit | ServicesArtisans,1,1,11,0
Terrassier Mayotte (976) | ServicesArtisans,1,1,7,1
Terrassier Mayotte — Annuaire | ServicesArtisans,1,1,8,0
Terrassier Salazie Bras-Panon : devis gratuit | ServicesArtisans,1,1,9,1
Terrassier Yssingeaux 2026 : 5 Artisans | ServicesArtisans,1,1,9,1
"Terrassier à Bordeaux, Eysines — 5 pros | ServicesArtisans",1,1,7,0
Terrassier à Sens — Devis Gratuit | ServicesArtisans,1,1,4,0
Tonte de pelouse (jardin de 200 m²) Épinal : 29–57€ (2026) | ServicesArtisans,1,1,11,0
Traitement punaises de lit (appartement) Agen : 176–529€… | ServicesArtisans,1,1,9,0
Trouver un alarme et sécurité à… | ServicesArtisans,1,1,8,1
Trouver un artisan à Centre-ville | ServicesArtisans,1,1,13,0
Trouver un artisan à Déville-lès-Rouen | ServicesArtisans,1,1,11,0
Trouver un artisan à Gelos | ServicesArtisans,1,1,10,0
Trouver un artisan à Ruy-Montceau | ServicesArtisans,1,1,11,1
"Trouver un ascensoriste à Falck,… | ServicesArtisans",1,1,7,0
"Trouver un borne de recharge à Papeete,… | ServicesArtisans",1,1,8,0
"Trouver un géomètre à Montargis,… | ServicesArtisans",1,1,11,0
"Trouver un maçon à La Genétouze, Aizenay | ServicesArtisans",1,1,11,0
"Trouver un maçon à Saint-Savin,… | ServicesArtisans",1,1,5,1
Trouver un peintre en bâtiment à… | ServicesArtisans,1,1,10,1
"Trouver un électricien à Centre-ville,… | ServicesArtisans",1,1,8,0
UNITE DE PRODUCTION MULTI-MATIERES… | ServicesArtisans,1,1,5,0
URIA COUVERTURE - Diagnostiqueur à… | ServicesArtisans,1,1,5,0
Urgence peintre en bâtiment… | ServicesArtisans,1,1,3,0
VALENTIN HINDERCHIED - Solier-moquettiste à Cardaillac | ServicesArtisans,1,1,5,1
VERONIQUE HANNEBERT (GALEA) - Architecte d'intérieur à… | ServicesArtisans,1,1,13,0
VESTA ARCHITECTURE - Architecte… | ServicesArtisans,1,1,6,1
VETON RASHICA - Solier-moquettiste à… | ServicesArtisans,1,1,11,0
VIANNA MACONNERIE ET RENOVATION - Carreleur à Eaubonne | ServicesArtisans,1,1,11,0
VICTOR SATORI (BV CARRELAGE) - Carreleur… | ServicesArtisans,1,1,18,0
VINCENT CAMY (CLIM AVEYRON) -… | ServicesArtisans,1,1,11,0
VINCENT FE (FERENOV) - Menuisier à… | ServicesArtisans,1,1,9,0
VINCENT LAVITOLA - Plombier à La… | ServicesArtisans,1,1,10,1
VINCENT VERGNAUD (VERGNAUD VINCENT… | ServicesArtisans,1,1,8,0
VIOREL DRAGOT - Solier-moquettiste à Antibes | ServicesArtisans,1,1,11,1
VIOREL MARCEL (NEAMT) -… | ServicesArtisans,1,1,7,1
VITALIE CIOCHINA - Solier-moquettiste à… | ServicesArtisans,1,1,6,0
VITRE ENERGIE - Menuisier à Valenciennes | ServicesArtisans,1,1,11,0
VIVIEN MALARDIER - Terrassier à Nohanent | ServicesArtisans,1,1,12,0
Viabilisation de parcelle (VRD) Alès : 5250–15750€ (2026) | ServicesArtisans,1,1,10,0
Viabilisation de parcelle (VRD) Cachan : 6250–18750€ (2026) | ServicesArtisans,1,1,12,0
Vitre cassée Marquise — Solutions | ServicesArtisans,1,1,10,0
Vitrier La Réunion (974) | ServicesArtisans,1,1,11,1
Vitrier Massy (76) — Devis | ServicesArtisans,1,1,4,0
Vitrier Nièvre — Artisans vérifiés | ServicesArtisans,1,1,9,1
Vitrier dans le Calvados — Devis | ServicesArtisans,1,1,12,0
WAFAA BATIMENT - Peintre en bâtiment à… | ServicesArtisans,1,1,13,0
WILLIAM FREDON (WF.HABITAT) -… | ServicesArtisans,1,1,10,1
WILLIAM LEMALET (WILLY LES BONS TUYAUX) - Plombier à… | ServicesArtisans,1,1,11,0
WILLIAM OLIVEIRA (WELEC) - Électricien à La… | ServicesArtisans,1,1,12,0
XAVIER COMBARY (NOA ENERGIE SERVICES) -… | ServicesArtisans,1,1,11,0
XAVIER DOGO - Architecte d'intérieur à… | ServicesArtisans,1,1,12,0
XAVIER PETRILLI - Menuisier à Alès | ServicesArtisans,1,1,10,1
XIMUN DENIS (XIMUN MACONNERIE) - Maçon à… | ServicesArtisans,1,1,9,0
YAMINE LAMAMRA - Géomètre à Schiltigheim | ServicesArtisans,1,1,11,0
YAN BATIMENT - Maçon à Paris | ServicesArtisans,1,1,10,1
YANIS BOUKTAB (BY CONSTRUCTION) -… | ServicesArtisans,1,1,11,0
YANN DESMOT (LES COULEURS D'ABEL) - Peintre en bâtiment… | ServicesArtisans,1,1,12,0
YANN MAILLOT - Menuisier à Lorient | ServicesArtisans,1,0,2,1
YASAR - Maçon à Évreux | ServicesArtisans,1,1,9,0
YASSIN BOUAKLINE (BACH PLOMBERIE) - Plombier à Le Cannet | ServicesArtisans,1,1,12,1
YOHANN VINCE - Carreleur à… | ServicesArtisans,1,1,9,0
YORAM COHEN (TIKOUNE FIVE) - Plombier à… | ServicesArtisans,1,1,10,0
YUSUF YILDIZ - Maçon à Oyonnax | ServicesArtisans,1,1,12,0
YVAN GABALDA - Géomètre à Gémenos | ServicesArtisans,1,1,11,0
YVES BERNAZ (BERNAZ YVES) - Peintre en… | ServicesArtisans,1,1,5,0
Z'ELEC - Électricien à Macau | ServicesArtisans,1,1,10,1
ZAGARIA MULTITRAVAUX - Solier-moquettiste à Pierrevillers | ServicesArtisans,1,1,13,1
ZAKARIA BENDJEBBAR (SOS PLOMBERIE) -… | ServicesArtisans,1,1,11,0
ZAUR ELOEV (RENOV ZAUR) -… | ServicesArtisans,1,1,14,0
ZEYNUR MUSTAFA (ELECTRICITE INSTALLATION… | ServicesArtisans,1,1,11,0
ZMS (ZABALA METALLERIE SERRURERIE) (ZMS) - Serrurier à… | ServicesArtisans,1,1,11,0
Zingueur 72 : tarifs et devis | ServicesArtisans,1,1,9,1
Zingueur Miramas 2026 — Devis Gratuit | ServicesArtisans,1,1,11,1
borne de recharge à Saint-Aygulf… | ServicesArtisans,1,1,10,0
dératisation à Saint-Briac-sur-Mer (Dinard) : artisans… | ServicesArtisans,1,1,11,0
ferronnier à Gif-sur-Yvette (Orsay) :… | ServicesArtisans,1,1,8,0
À propos de ServicesArtisans | ServicesArtisans,1,1,5,0
Élagage d'arbre (hauteur moyenne) Nouméa : 200–600€ (2026) | ServicesArtisans,1,1,11,0
Électricien Auvergne-Rhône-Alpes — Devis… | ServicesArtisans,1,1,4,0
Électricien Carcassonne 2026 : 99 Artisans | ServicesArtisans,1,1,9,0
Électricien Cergy 2026 : 168 Artisans | ServicesArtisans,1,1,7,0
Électricien Fontenay-sous-Bois (94) — Devis 2026 | ServicesArtisans,1,1,11,0
Électricien La Réunion — Tarifs et devis | ServicesArtisans,1,1,9,0
Électricien Le Passage (38) — Devis | ServicesArtisans,1,1,6,1
Électricien Mérignac : avis et devis | ServicesArtisans,1,1,7,1
Électricien Normandie — Devis Gratuit | ServicesArtisans,1,1,4,0
Électricien Pont-de-Buis-lès-Quimerch —… | ServicesArtisans,1,1,5,0
Électricien Roubaix 2026 : 200 Artisans | ServicesArtisans,1,1,10,1
Électricien Vannes (56) — Devis 2026 | ServicesArtisans,1,1,11,0
Électricien à Argenteuil — Devis Gratuit | ServicesArtisans,1,1,9,0
"Électricien à Gournay-sur-Marne,… | ServicesArtisans",1,1,9,0
Électricien à Hyères — Comparez | ServicesArtisans,1,1,6,1
"Électricien à Merville, Lorient — 64 pros | ServicesArtisans",1,1,23,0
Électricien à Montreuil : 366 Pros + Devis | ServicesArtisans,1,1,5,0
Électricien à Montreuil — Devis Gratuit | ServicesArtisans,1,1,4,0
"Électricien à Toulon,… | ServicesArtisans",1,1,7,0
Électricien à Épernay — Devis Gratuit | ServicesArtisans,1,1,9,0
Étanchéiste 15 : tarifs et devis | ServicesArtisans,1,1,10,0
Étanchéiste Forbach 2026 — Devis Gratuit | ServicesArtisans,1,1,11,1
Étanchéiste Guadeloupe — Devis Gratuit | ServicesArtisans,1,1,5,0
Étanchéiste Marseille : Tarifs 44–110€ | ServicesArtisans,1,1,10,0
Étanchéiste dans le 971 — Devis | ServicesArtisans,1,1,4,0
Étanchéiste urgence Thônes (74) | ServicesArtisans,1,1,9,1
Étanchéiste à Mennecy — Devis Gratuit | ServicesArtisans,1,1,9,1
Étanchéité de balcon/loggia Toulouse : 66–133€ (2026) | ServicesArtisans,1,1,9,1
8 isolation thermiques à Centre-ville… | ServicesArtisans,0,1,3,1
ALBIGEOISE DU BATIMENT - A.D.B. - Maçon… | ServicesArtisans,0,1,4,0
ARTHUR PUIZON - Charpentier à Saint-Varent | ServicesArtisans,0,1,10,0
Artisan Urgence — Dépannage Soir & Week-end | ServicesArtisans,0,2,6,0
Avis Dératisation Montpellier — Top artisans vérifiés 2026 | ServicesArtisans,0,1,3,0
CSI CONSTRUCT - Plâtrier à Gagny | ServicesArtisans,0,1,3,1
Ceny usług elewacyjnych 2026: kompletny przewodnik | UsługiRzemieślnicy,0,1,2,0
Cijene uklanjanja starih podova u Toulouseu — Cijene za 2026. | UslugeObrtnici | UslugeObrtnici,0,1,4,1
DAVID ALCANTARA (ALCANTARA DAVID) -… | ServicesArtisans,0,1,2,1
DAVID VARENNE (DMS SUD) - Climaticien à… | ServicesArtisans,0,1,3,0
EMMANUEL BOHNER (EB SERVICES) - Géomètre… | ServicesArtisans,0,1,2,1
Estuary Roofs - Roofer in Mirambeau | Services & Tradespeople,0,1,10,0
FLORENT CARRIERE - Plombier à Alès 4.8★ | ServicesArtisans,0,1,3,0
FLORIAN HAXHIAJ (BEST RENOV) - Carpintero en Metz | ServicesArtisans,0,1,1,0
JV MAINTENANCE & ENERGIE - Jardinier à… | ServicesArtisans,0,1,9,0
KCT ENGINEERING FRANCE - Expert topograf în Paris | Servicii pentru meseriași,0,1,6,0
LES ARTISANS DU BATIMENT - Couvreur à… | ServicesArtisans,0,1,3,0
LUIGI ESPINOS--MELARI - Zingueur à… | ServicesArtisans,0,1,3,0
MAXIMILIEN ROMBOUTS (MAX-DEPANNE) -… | ServicesArtisans,0,1,6,0
MICHEL FAIVRE-PIERRET - Jardinier à… | ServicesArtisans,0,1,3,0
MICKAEL COIFFARD (MC COUVERTURE) - Couvreur à Bergerac | ServicesArtisans,0,1,3,1
MICKAEL DUPRAT - Charpentier à… | ServicesArtisans,0,1,4,0
Maçon à Albi — Comparez | ServicesArtisans,0,1,5,0
NELSON MONTAS LARACUENTE - Géomètre à Paris | ServicesArtisans,0,1,1,1
NIELS BRINJEAN - Architecte d'intérieur à… | ServicesArtisans,0,0,2,1
PIERO POGUNTKE (POGUNTKE PIERO) – Maurer… | Dienstleistungen für Handwerker,0,1,4,0
Plombier dans l'Oise — Devis | ServicesArtisans,0,1,6,0
Plombier à Fréjus — Comparez | ServicesArtisans,0,1,3,0
Plombier à Papeete — Devis Gratuit | ServicesArtisans,0,1,3,0
Prix construction d'une extension à Fréjus — Tarifs 2026 | ServicesArtisans | ServicesArtisans,0,1,3,0
Prix survitrage d'une fenêtre existante à La Flèche — Tarifs 2026 | ServicesArtisans | ServicesArtisans,0,1,3,0
Quanto custa um técnico de ar condicionado em 2026? €60–100/hora | Serviços/Profissionais,0,1,6,1
RF RENOVATION - Serrurier à… | ServicesArtisans,0,1,3,0
RIM NIGROU (PGNF PLOMBERIE) - Plombier à… | ServicesArtisans,0,1,6,1
RUI CARVALHO PEIXOTO (PEIXOTO PLUMBING)… | ServicesArtisans,0,1,1,0
SDB BATIMENT - Couvreur à Orléans | ServicesArtisans,0,1,2,1
SEBASTIEN LALA - Carreleur à Montauban | ServicesArtisans,0,1,4,0
SOCIETE GENERALE DE PEINTURE DU CENTRE - Peintre en… | ServicesArtisans,0,1,2,1
SOCIETE TOIT DU GARD (S.T.G) - Plombier… | ServicesArtisans,0,1,6,0
STESSY FORTHOFFER - Roofer in Les Arcs | ServicesCraftsmen,0,1,3,0
Saint-Savin'de bir duvar ustası bulun... | HizmetlerEsnaf,0,1,4,1
VITALIE CIOCHINA - Montator de pardoseli și covoare în… | ServicesArtisans,0,1,6,0
Васил Хойзан - каменщик в Ницце | Услуги и специалисты различных профессий,0,1,10,0
Цвета Виранева - Електротехник в Ноази ле Сек | УслугиЗанаятчии,0,1,11,0

#  
# Date de début : 20260319
# Date de fin : 20260417
Première combinaison source/support de l'utilisateur,Utilisateurs actifs
google / organic,1419
profile_page / organic,381
(direct) / (none),165
(data not available),81
chatgpt.com / (not set),27
chatgpt.com / referral,20
profile_page / (not set),14
bing / organic,1
chatbox.botnation.ai / referral,1
ecosia.org / organic,1
l.instagram.com / referral,1
perplexity / (not set),1
profile_page / referral,1
search.google.com / referral,1
tagassistant.google.com / referral,1
unclaimed_sticky_bar_mobile / (not set),1

#  
# Date de début : 20260319
# Date de fin : 20260417
Source/Support de la session,Sessions
google / organic,1562
profile_page / organic,419
(direct) / (none),163
(data not available),80
profile_page / (not set),68
chatgpt.com / (not set),29
chatgpt.com / referral,24
artisan_page / (not set),23
devis_form / (not set),9
vercel.com / referral,8
platform_sidebar_secondary / (not set),3
bottom_sheet / (not set),2
mail.google.com / referral,2
profile_page / referral,2
sidebar / (not set),2
bing / organic,1
chatbox.botnation.ai / referral,1
ecosia.org / organic,1
inline_form / (not set),1
l.instagram.com / referral,1
perplexity / (not set),1
search.google.com / referral,1
unclaimed_sticky_bar_mobile / (not set),1
ville_hero_cta / (not set),1

#  
# Date de début : 20260319
# Date de fin : 20260417
Nième jour,new,returning
0000,94,9
0001,72,5
0002,65,7
0003,72,9
0004,103,10
0005,79,4
0006,76,7
0007,92,4
0008,46,5
0009,0,0
0010,0,2
0011,0,1
0012,0,0
0013,0,2
0014,0,2
0015,0,0
0016,9,1
0017,74,4
0018,71,1
0019,113,13
0020,104,15
0021,106,13
0022,107,15
0023,79,6
0024,88,11
0025,159,23
0026,136,12
0027,146,11
0028,111,9
0029,95,5

# Quelle est l'activité des utilisateurs sur les différentes plates-formes ?
# Date de début : 20260319
# Date de fin : 20260417
Plate-forme,Événements clés
web,65

#  
# Date de début : 20260319
# Date de fin : 20260417
Ville,Utilisateurs actifs
Paris,406
Lyon,79
Bordeaux,53
Marseille,53
Nice,49
Toulouse,47
Grenoble,46
Montpellier,28
Strasbourg,25
Noumea,24
Lille,22
Saint-Denis,22
Mauleon-Licharre,21
Montargis,17
Chateaudun,16
Annecy,15
Charleville-Mezieres,15
Chateaubriant,15
Fort-de-France,14
Metz,14
Angers,13
Libourne,13
Le Havre,12
Boulogne-sur-Mer,11
Carcassonne,11
Cournon-d'Auvergne,11
Dax,11
Istres,11
La Rochelle,11
Mulhouse,11
Parthenay,11
Rennes,11
Tarbes,11
Tonneins,11
Blois,10
Les Sables-d'Olonne,10
Amiens,9
Creil,9
La Mure,9
Montbeliard,9
Beziers,8
Luxeuil-les-Bains,8
Narbonne,8
Oyonnax,8
Reims,8
Saint Pierre,8
Saint-Etienne,8
Valence,8
Valenciennes,8
Vierzon,8
Brest,7
Chamonix,7
Dunkirk,7
La Roche-sur-Yon,7
Nantes,7
Papeete,7
Pau,7
Vallons-de-L'Erdre,7
Antananarivo,6
Cherbourg-Octeville,6
Le Creusot,6
Nevers,6
Rouen,6
Aubagne,5
Aulnay-sous-Bois,5
Besancon,5
Brive-la-Gaillarde,5
Caen,5
Dreux,5
Montauban,5
Pithiviers,5
Provins,5
17209,4
Arrondissement of Saint-Die-des-Vosges,4
Baie-Mahault,4
Barcelona,4
Bayonne,4
Bondy,4
Cannes,4
Cergy,4
Corbeil-Essonnes,4
Dijon,4
Laon,4
Le Mans,4
Meyzieu,4
Moulins,4
Nimes,4
Pessac,4
Rodez,4
Saint-Quentin,4
Saint-Raphael,4
Taman Krocok,4
Toul,4
Toulon,4
Troyes,4
Aix-en-Provence,3
Ajaccio,3
Ales,3
Ancenis,3
Antibes,3
Auray,3
Avignon,3
Avranches,3
Bayeux,3
Belfort,3
Boulogne-Billancourt,3
Clermont-Ferrand,3
Douai,3
Dublin,3
Fontenay-sous-Bois,3
Franconville,3
Hericourt,3
Laval,3
Le Blanc-Mesnil,3
Le Cannet,3
Liege,3
Limoges,3
London,3
Mamoudzou,3
Marrakesh,3
Montreuil,3
Nanterre,3
Perigueux,3
Poitiers,3
Roanne,3
Romans-sur-Isere,3
Saint-Cloud,3
Saint-Germain-en-Laye,3
Saint-Paul,3
Vannes,3
Vichy,3
Villepinte,3
Villeurbanne,3
Anglet,2
Angouleme,2
Annemasse,2
Avion,2
Beauvais,2
Belley,2
Bergerac,2
Blanquefort,2
Brussels,2
Castelnaudary,2
Cayenne,2
Ceret,2
Chamalieres,2
Champniers,2
Charleroi,2
Chartres,2
Chateau-Thierry,2
Chatellerault,2
Chevilly Larue,2
Choisy-le-Roi,2
Colmar,2
Courbevoie,2
Cuers,2
Fougeres,2
Frejus,2
Gap,2
Issoire,2
Joue-les-Tours,2
La Londe-les-Maures,2
La Teste-de-Buch,2
Larnaca,2
Le Lamentin,2
Lisbon,2
Lorient,2
Louviers,2
Lucciana,2
Luxembourg,2
Macon,2
Mandelieu-La Napoule,2
Marmande,2
Meaux,2
Merignac,2
Mitry-Mory,2
Moirans,2
Mont-de-Marsan,2
Montigny-les-Cormeilles,2
Nancy,2
Nicosia,2
Noisy-le-Sec,2
Noyon,2
Orleans,2
Perpignan,2
Ploeren,2
Ponrang Selatan,2
Prague,2
Roubaix,2
Saint-Apollinaire,2
Saint-Herblain,2
Saint-Marcel-du-Perigord,2
Saint-Maur-des-Fosses,2
Saint-Michel-sur-Orge,2
Sainte-Eulalie,2
Sainte-Marie,2
Sallanches,2
Sevremoine,2
St-Genis-Laval,2
The Hague,2
Tours,2
Treillieres,2
Tunis,2
Ussel,2
Venissieux,2
Verdun,2
Vertou,2
Vidauban,2
Vigneux-sur-Seine,2
Ville-d'Avray,2
Villefranche-de-Lauragais,2
Villefranche-sur-Saone,2
Yaounde,2
Zurich,2
12430,1
13232,1
17326,1
24220,1
24490,1
2835,1
3074,1
35163,1
41282,1
45570,1
48700,1
5306,1
53255,1
60690,1
7173,1
82343,1
8443,1
86682,1
86833,1
9615,1
A Coruna,1
Acheres,1
Agde,1
Agen,1
Albi,1
Allonnes,1
Ambares-et-Lagrave,1
Amberieu-en-Bugey,1
Amilly,1
Amsterdam,1
Andouille,1
Ankara,1
Annonay,1
Arcachon,1
Argentan,1
Argenteuil,1
Armentieres,1
Arras,1
Arrondissement of Agen,1
Aubiere,1
Aubiet,1
Aubigny-sur-Nere,1
Aurillac,1
Auxerre,1
Aytre,1
Bagneres-de-Bigorre,1
Bagneux,1
Bagnols-sur-Ceze,1
Balaruc-les-Bains,1
Balma,1
Bangil,1
Barentin,1
Barr,1
Basel,1
Bastia,1
Beaupreau-en-Mauges,1
Beauzelle,1
Begles,1
Bellegarde-sur-Valserine,1
Belleville,1
Berlin,1
Berrechid,1
Bethune,1
Biarritz,1
Bidart,1
Bievres,1
Biot,1
Birmingham,1
Biuk,1
Blagnac,1
Bouc-Bel-Air,1
Bouguenais,1
Bourg-en-Bresse,1
Bourges,1
Bourgoin-Jallieu,1
Bouskoura,1
Bramhall,1
Breteuil,1
Bretignolles-sur-Mer,1
Brisbane,1
Bron,1
Brunstatt,1
Bu,1
Buzancais,1
Calais,1
Caluire-et-Cuire,1
Cambrai,1
Capbreton,1
Cardiff,1
Carquefou,1
Carrieres-sur-Seine,1
Castanet-Tolosan,1
Castelnau-d'Estretefonds,1
Castelnau-le-Lez,1
Caudry,1
Caussade,1
Challans,1
Chambery,1
Chambray-les-Tours,1
Champlan,1
Chantepie,1
Charvieu-Chavagneux,1
Chassieu,1
Chateaugiron,1
Chateauroux,1
Chatel-Guyon,1
Cholet,1
Ciney,1
Clamart,1
Clermont,1
Cluses,1
Collegien,1
Colombes,1
Compiegne,1
Corbie,1
Cork,1
Cornebarrieu,1
Coueron,1
Coulommiers,1
Courrieres,1
Coutances,1
Coventry,1
Craponne,1
Creteil,1
Dakar,1
Dardilly,1
Decines-Charpieu,1
Deville-les-Rouen,1
Dombasle-sur-Meurthe,1
Domerat,1
Doullens,1
Draguignan,1
Drancy,1
Draveil,1
Eaubonne,1
Eidsvoll Municipality,1
Elancourt,1
Elbeuf,1
Ennevelin,1
Ensues-la-Redonne,1
Epernon,1
Epinal,1
Epinay-sur-Seine,1
Erstein,1
Etampes,1
Etaples,1
Etival-Clairefontaine,1
Evreux,1
Eybens,1
Eymet,1
Ferney-Voltaire,1
Fes,1
Floirac,1
Fonsorbes,1
Fontaine,1
Fontenay-le-Comte,1
Forbach,1
Frauenfeld,1
Gagny,1
Gaillac,1
Gargenville,1
Genas,1
Ghent,1
Gignac,1
Gisors,1
Gonesse,1
Gordes,1
Grabels,1
Gradignan,1
Granville,1
Graulhet,1
Gray,1
Grigny,1
Gruissan,1
Guerande,1
Gueret,1
Guidel,1
Guyancourt,1
Haguenau,1
Halluin,1
Haubourdin,1
Haute-Goulaine,1
Hauteville-Lompnes,1
Heillecourt,1
Heric,1
Huizhou,1
Hyderabad,1
Hyeres,1
Ifs,1
Izon,1
Jemeppe-sur-Sambre,1
Joeuf,1
Kladno,1
Kourou,1
L'Aigle,1
L'Isle-sur-la-Sorgue,1
La Chapelle-sur-Erdre,1
La Ciotat,1
La Couronne,1
La Crau,1
La Croix-Valmer,1
La Fare-les-Oliviers,1
La Ferte-Gaucher,1
La Fouillouse,1
La Garde-Freinet,1
La Gaude,1
La Seyne-sur-Mer,1
La Turbie,1
Lacanau,1
Lagorce,1
Lamentin,1
Landerneau,1
Laragne-Monteglin,1
Lattes,1
Lausanne,1
Lavelanet,1
Le Carbet,1
Le Chatelet-en-Brie,1
Le Cres,1
Le Gosier,1
Le Mee-sur-Seine,1
Le Molay-Littry,1
Le Poire-sur-Vie,1
Le Teich,1
Le Teil,1
Le Thoronet,1
Le Vesinet,1
Leguevin,1
Leognan,1
Les Herbiers,1
Lesigny,1
Limbong,1
Limoux,1
Livry-Gargan,1
Lizy-sur-Ourcq,1
Loireauxence,1
Los Angeles,1
Lucerne,1
Lyss,1
Mably,1
Madrid,1
Malzeville,1
Manosque,1
Marcq-en-Baroeul,1
Marcy-l'Etoile,1
Marignier,1
Marines,1
Marssac-sur-Tarn,1
Mauguio,1
Maurepas,1
Meknes,1
Melun,1
Mery-sur-Oise,1
Mignaloux-Beauvoir,1
Millau,1
Mirecourt,1
Moissy-Cramayel,1
Montady,1
Montaigu-Vendee,1
Montbrison,1
Montereau,1
Montigny-le-Bretonneux,1
Montigny-les-Metz,1
Montlucon,1
Montreal,1
Morangis,1
Morsang-sur-Orge,1
Mortagne-sur-Sevre,1
Muret,1
Naaldwijk,1
Nagano,1
Nangis,1
Netanya,1
Neuilly-Plaisance,1
Neuilly-sur-Marne,1
Ngluyu,1
Niort,1
Noisy-le-Grand,1
Noyant-Villages,1
Obernai,1
Oissel,1
Onet-le-Chateau,1
Onnion,1
Oran,1
Orvault,1
Ostend,1
Padang Tiji,1
Panazol,1
Pantin,1
Paray-le-Monial,1
Paseh,1
Pematang Bandar,1
Peronne,1
Perry Township,1
Pertuis,1
Pierrelaye,1
Plerin,1
Poissy,1
Pont-a-Mousson,1
Pontarlier,1
Pontchateau,1
Pontoise,1
Portet-sur-Garonne,1
Prades-le-Lez,1
Publier,1
Puteaux,1
Quimper,1
Quimperle,1
Quincy-sous-Senart,1
Rades,1
Rambouillet,1
Reichstett,1
Remire-Montjoly,1
Remiremont,1
Reze,1
Rivesaltes,1
Rixheim,1
Rocbaron,1
Romainville,1
Rome,1
Romilly-sur-Seine,1
Roquebrune-Cap-Martin,1
Roquebrune-sur-Argens,1
Roques,1
Rosny-sous-Bois,1
Rotenburg,1
Roussillon,1
Rungis,1
Saclay,1
Sainghin-en-Melantois,1
Saint-Alban,1
Saint-Andre-de-Cubzac,1
Saint-Aunes,1
Saint-Ay,1
Saint-Berthevin,1
Saint-Cheron,1
Saint-Clement-de-Riviere,1
Saint-Cyr-l'Ecole,1
Saint-Etienne-du-Rouvray,1
Saint-Fargeau-Ponthierry,1
Saint-Hyacinthe,1
Saint-Jean,1
Saint-Jean-d'Illac,1
Saint-Jean-de-Braye,1
Saint-Jean-de-Maurienne,1
Saint-Jean-de-Monts,1
Saint-Leger-en-Yvelines,1
Saint-Loubes,1
Saint-Louis,1
Saint-Martin-d'Heres,1
Saint-Martin-de-Crau,1
Saint-Maximin-la-Sainte-Baume,1
Saint-Medard-en-Jalles,1
Saint-Nazaire,1
Saint-Ouen-l'Aumone,1
Saint-Ouen-sur-Seine,1
Saint-Paul-Trois-Chateaux,1
Saint-Paul-les-Dax,1
Saint-Pee-sur-Nivelle,1
Saint-Priest,1
Sainte-Pazanne,1
Salies-de-Bearn,1
Salon-de-Provence,1
Sanguinet,1
Saumur,1
Savennieres,1
Savigny-le-Temple,1
Savigny-sur-Orge,1
Schaffhausen,1
Schiltigheim,1
Seeb,1
Shenzhen,1
Singapore,1
Soissons,1
St-Laurent-du-Var,1
Sucy-en-Brie,1
Tala,1
Talence,1
Talmont-Saint-Hilaire,1
Tarascon-sur-Ariege,1
Templeuve-en-Pevele,1
Thiers,1
Thonon-les-Bains,1
Thouars,1
Tourcoing,1
Tremblay-en-France,1
Trim,1
Trizay,1
Turikale,1
Turin,1
Ustaritz,1
Vaires-sur-Marne,1
Valbonne,1
Vasselay,1
Vaulx-en-Velin,1
Vedene,1
Velaux,1
Vence,1
Vendome,1
Venice,1
Ventimiglia,1
Vert-Saint-Denis,1
Vienne,1
Villefontaine,1
Villejuif,1
Villeneuve-Saint-Georges,1
Villeneuve-Tolosane,1
Villeneuve-d'Ascq,1
Villeneuve-sur-Lot,1
Villeparisis,1
Virton,1
Viry-Chatillon,1
Vitrolles,1
